player,team,position,batting_average,obp,slugging_percentage,ops,games_played,at_bats,runs,hits,doubles,triples,homeruns,rbi,hit_by_pitch,walks,strikeouts,stolen_bases,caught_stealing
Abby Smith,Georgetown,,0.347,0.468,0.683,1.151,37,101,11,35,4,0,10,28,2,21,8,0,0
Kara Canetto,Liberty,,0.347,0.39,0.468,0.858,62,190,40,66,11,3,2,0,6,10,0,0,0
Madi Moore,North Dakota,,0.347,0.368,0.365,0.733,53,167,15,58,1,1,0,7,0,6,28,8,5
Natalie DenHartog,Minnesota,,0.347,0.429,0.734,1.163,54,173,51,60,8,1,19,1,5,20,0,0,0
Lauren Almeida,Dixie State,,0.346,0.434,0.537,0.971,51,136,26,47,8,0,6,30,4,18,21,1,1
Chelie Senini,Nevada,,0.346,0.392,0.413,0.805,51,179,46,62,3,3,1,12,0,14,14,48,3
Jaelynn Chesson,Lehigh,,0.346,0.397,0.679,1.076,50,156,30,54,7,0,15,48,2,13,26,0,0
Sadie Wise,Saint Louis,,0.346,0.436,0.529,0.965,51,153,25,53,14,1,4,31,0,25,39,4,0
Jadin Justman,Green Bay,,0.346,0.411,0.571,0.982,49,133,24,46,9,0,7,34,0,16,11,8,0
Frankie Tago,Idaho State,,0.346,0.425,0.509,0.934,52,159,28,55,9,1,5,2,1,23,0,0,0
Rian Dirmeyer,Pacific,,0.345,0.378,0.595,0.973,46,148,27,51,6,2,9,25,3,5,18,4,1
Kendall Talley,McNeese,,0.345,0.42,0.506,0.926,60,174,53,60,13,3,3,29,5,19,14,21,5
Olivia Bruno,Kansas,,0.345,0.426,0.662,1.088,54,148,28,51,9,1,12,0,1,20,0,0,0
Mae Forshey,Georgetown,,0.345,0.4,0.648,1.048,43,142,26,49,14,1,9,26,6,7,11,1,0
Grace Saad,Sacred Heart,,0.345,0.39,0.563,0.953,48,142,23,49,8,1,7,0,2,9,0,0,0
Lauren Rende,Manhattan,,0.345,0.401,0.439,0.84,44,139,26,48,8,1,1,0,1,12,0,0,0
Lauryn Garewal,UC Riverside,,0.345,0.448,0.493,0.941,49,142,34,49,11,2,2,24,5,27,14,9,2
Lilly Bishop,Charleston Southern,,0.344,0.388,0.453,0.841,44,128,11,44,8,0,2,23,5,5,12,0,0
Jordan Hinkle,Saint Joseph's,,0.344,0.361,0.417,0.778,46,163,24,56,3,0,3,24,2,3,14,22,4
Emily Johansen,Portland State,,0.344,0.482,0.641,1.123,46,128,36,44,9,1,9,38,8,29,17,3,1
Mia Ewell,Morgan State,,0.344,0.398,0.519,0.917,46,154,35,53,10,7,1,26,7,8,16,25,7
Yvonne Whaley,Pittsburgh,,0.344,0.387,0.42,0.807,41,131,21,45,4,0,2,5,0,10,11,8,2
Audrey Greely,Southeastern Louisiana,,0.344,0.433,0.508,0.941,51,122,32,42,10,2,2,23,4,15,30,10,4
Miranda Elish,Oklahoma State,,0.344,0.46,0.59,1.05,55,122,19,42,9,0,7,31,1,26,21,0,1
Brooke Pfefferle,Austin Peay,,0.343,0.402,0.503,0.905,53,169,29,58,10,1,5,34,5,13,6,2,0
Kinsley Washington,UCLA,,0.343,0.419,0.533,0.952,55,169,51,58,11,3,5,2,6,16,0,0,0
Aleesia Sainz,South Dakota,,0.343,0.48,0.686,1.166,53,137,37,47,12,1,11,43,4,34,26,6,0
Karly Keating,UMBC,,0.342,0.391,0.504,0.895,38,117,21,40,5,1,4,10,2,8,18,2,2
Morgan Melito,Harvard,,0.342,0.462,0.526,0.988,42,114,22,39,5,2,4,26,3,24,28,6,1
Lyric Moore,Kansas,,0.342,0.383,0.523,0.906,53,155,28,53,13,3,3,0,4,7,0,0,0
Lauren Keleher,Boston University,,0.342,0.461,0.493,0.954,57,152,34,52,14,3,1,25,1,36,16,8,1
Savannah Pola,UCLA,,0.342,0.428,0.544,0.972,58,158,31,54,15,1,5,2,1,25,0,0,0
Ashley York,Colorado State,,0.342,0.359,0.484,0.843,46,161,39,55,8,6,1,31,0,5,19,16,2
Julia Garcia,UMES,,0.342,0.398,0.576,0.974,51,158,26,54,16,0,7,40,1,15,21,6,1
Alyssa Grupp,Marist,,0.342,0.403,0.475,0.878,45,120,20,41,9,2,1,15,3,10,8,10,0
Alexis Johns,South Florida,,0.341,0.434,0.405,0.839,60,173,55,59,3,4,0,18,0,30,16,59,2
Mia Trejo,UNLV,,0.341,0.455,0.612,1.067,58,170,32,58,11,1,11,55,9,29,21,0,0
Morgan Overaitis,Virginia Tech,,0.341,0.438,0.61,1.048,46,82,14,28,6,2,4,20,0,14,11,1,1
Taylor Ellsworth,Arkansas,,0.341,0.46,0.665,1.125,59,173,51,59,14,0,14,0,10,30,0,0,0
Hermariya Mari Stephens,Jackson State,,0.341,0.415,0.493,0.908,50,138,28,47,6,3,3,29,1,18,31,24,2
Lealani Ricks,Howard,,0.341,0.422,0.395,0.817,49,129,44,44,3,2,0,13,0,18,15,9,2
Meleah Hargett,North Alabama,,0.341,0.411,0.471,0.882,60,170,41,58,10,0,4,31,4,17,23,5,2
Hannah Lindsay,New Mexico State,,0.341,0.348,0.626,0.974,40,91,12,31,2,0,8,21,1,0,16,0,1
Kaitlyn Kelley,Tennessee-Martin,,0.341,0.374,0.5,0.874,53,176,36,60,7,0,7,42,2,11,19,1,0
Mary Kate Brown,Central Arkansas,,0.341,0.397,0.465,0.862,58,185,29,63,11,0,4,54,0,20,22,2,0
Caroline Jacobsen,Duke,,0.341,0.434,0.715,1.149,53,123,37,42,8,1,12,33,0,21,22,2,1
Mackenzie Brasher,South Alabama,,0.341,0.373,0.348,0.721,46,135,30,46,1,0,0,0,0,10,0,0,0
Shea Walsh,Marist,,0.341,0.41,0.489,0.899,55,182,45,62,13,1,4,18,9,13,13,12,3
Katelyn Mangrello,California Baptist,,0.341,0.383,0.5,0.883,51,138,10,47,14,1,2,30,1,9,12,0,1
Taylor Gindlesperger,Stanford,,0.341,0.377,0.481,0.858,56,185,33,63,11,6,1,25,1,11,20,14,3
Brooke Benson,Indiana,,0.341,0.393,0.587,0.98,49,126,25,43,8,1,7,0,7,5,0,0,0
Ali Weekley,Dayton,,0.341,0.418,0.376,0.794,40,85,12,29,0,0,1,10,8,4,11,0,0
Joley Mitchell,Notre Dame,,0.34,0.414,0.592,1.006,47,103,23,35,9,1,5,2,0,13,0,0,0
Jessica Mott,Holy Cross,,0.34,0.398,0.463,0.861,50,162,23,55,14,0,2,19,2,15,26,1,0
Iyanla De Jesus,Coastal Carolina,,0.34,0.39,0.592,0.982,49,147,14,50,10,0,9,33,0,14,17,0,0
Lacey Fincher,Georgia,,0.34,0.472,0.776,1.248,60,156,45,53,7,2,19,51,6,35,31,2,0
Lauren Espalin,Minnesota,,0.34,0.428,0.531,0.959,54,162,38,55,13,0,6,0,3,25,0,0,0
Taylor Adams,San Diego State,,0.339,0.42,0.524,0.944,48,124,23,42,6,1,5,23,2,16,16,8,2
Jen Horita,Boston University,,0.339,0.379,0.411,0.79,57,192,41,65,8,3,0,31,0,13,19,10,2
Rooney Olivia,Cornell,,0.339,0.377,0.464,0.841,36,112,14,38,8,0,2,20,1,7,16,0,0
Tori Meyer,DePaul,,0.339,0.391,0.539,0.93,53,165,35,56,12,3,5,0,6,8,0,0,0
Maya Brady,UCLA,,0.339,0.41,0.672,1.082,61,177,53,60,12,1,15,1,1,21,0,0,0
Kylie Griffin,Central Arkansas,,0.339,0.369,0.387,0.756,58,168,21,57,4,2,0,9,1,7,17,5,4
Lyndi Rae Davis,Georgia,,0.339,0.431,0.483,0.914,48,118,15,40,11,0,2,27,1,18,25,0,0
Isabel Lavrov,UC San Diego,,0.339,0.405,0.536,0.941,56,168,36,57,13,1,6,35,2,18,19,15,6
Alynah Torres,Arizona State,,0.339,0.411,0.707,1.118,54,174,40,59,14,1,16,2,5,17,0,0,0
Kylie Campbell,Austin Peay,,0.338,0.402,0.444,0.846,53,151,14,51,7,0,3,28,0,17,10,1,0
Jocelyn Ulrich,Siena,,0.338,0.432,0.535,0.967,55,157,37,53,14,1,5,30,1,26,13,0,0
India Wells,Grambling,,0.338,0.382,0.359,0.741,47,145,26,49,3,0,0,21,2,9,9,23,6
Jenna Laird,Missouri,,0.338,0.395,0.5,0.895,60,198,44,67,11,3,5,20,5,15,26,22,3
Michaleigh Vallimont,Central Michigan,,0.338,0.387,0.45,0.837,51,160,19,54,8,2,2,21,3,10,25,3,0
Carlee McCondichie,Auburn,,0.338,0.372,0.5,0.872,57,136,32,46,6,2,4,21,1,7,17,8,2
Mikaela Thomson,Utah Valley,,0.338,0.422,0.643,1.065,51,157,29,53,12,0,12,50,3,22,46,1,1
Megan Gillooley,Manhattan,,0.338,0.368,0.6,0.968,39,80,17,27,6,3,3,0,0,5,0,0,0
Lexie Blair,Michigan,,0.338,0.403,0.493,0.896,47,136,22,46,12,0,3,24,3,13,16,10,1
Jazmine Dodd,Alabama State,,0.338,0.415,0.419,0.834,52,148,30,50,7,1,1,26,1,20,16,13,3
Hannah Cravens,Eastern Illinois,,0.337,0.438,0.68,1.118,55,169,40,57,19,0,13,4,1,30,0,0,0
Alyssa Graham,San Jose State,,0.337,0.429,0.562,0.991,51,169,36,57,11,3,7,26,0,27,20,6,0
Lexie Webb,Sacramento State,,0.337,0.407,0.669,1.076,55,169,27,57,6,1,16,0,2,18,0,0,0
Shannon Glover,North Florida,,0.337,0.359,0.533,0.892,59,184,37,62,7,1,9,38,3,5,16,4,0
Denise Armendariz,UNLV,,0.337,0.374,0.547,0.921,58,181,29,61,5,0,11,47,1,11,32,1,0
Angelica Cano,Idaho State,,0.337,0.427,0.65,1.077,52,163,48,55,13,1,12,3,10,17,0,0,0
Rebeca Laudino,Mercer,,0.337,0.376,0.376,0.752,54,178,34,60,4,0,1,23,4,7,20,17,3
Laura Lockard,Dixie State,,0.336,0.385,0.486,0.871,51,146,14,49,7,0,5,28,3,10,10,0,0
Neli Casares-Maher,Syracuse,,0.336,0.409,0.664,1.073,47,146,37,49,9,0,13,38,3,15,19,5,0
Charli Warren,Fairfield,,0.336,0.4,0.36,0.76,45,125,26,42,3,0,0,14,0,14,18,18,2
Alex Echazarreta,Purdue,,0.336,0.449,0.578,1.027,46,128,20,43,10,0,7,31,2,25,19,0,0
Peyton Robinson,New Mexico,,0.336,0.388,0.378,0.766,53,143,36,48,2,2,0,0,1,17,0,0,0
Sarah Reisler,Merrimack,,0.336,0.428,0.37,0.798,42,119,27,40,4,0,0,9,2,17,21,8,4
Allison Yoder,South Dakota State,,0.336,0.427,0.542,0.969,45,107,17,36,9,2,3,22,1,16,18,1,3
Sammi Miller,Eastern Kentucky,,0.336,0.481,0.429,0.91,49,140,28,47,5,1,2,1,10,30,0,0,0
Payton Jackson,Texas Tech,,0.336,0.434,0.598,1.032,46,122,32,41,11,3,5,21,0,22,31,2,0
Marissa Chavez,BYU,,0.336,0.406,0.514,0.92,52,140,40,47,11,1,4,2,1,19,0,0,0
Lauren Bernett,James Madison,,0.336,0.397,0.645,1.042,41,107,18,36,6,0,9,33,5,7,14,1,1
Mary Iakopo,Texas,,0.335,0.424,0.597,1.021,67,191,40,64,15,1,11,58,7,27,18,2,1
Ciara Trahan,Texas State,,0.335,0.389,0.379,0.768,56,182,35,61,2,3,0,27,2,14,27,14,2
Kinsey Koeltzow,Grand Canyon,,0.335,0.38,0.569,0.949,55,167,34,56,16,1,7,28,2,10,22,1,0
Dez Cardenas,North Dakota State,,0.335,0.408,0.461,0.869,53,167,29,56,14,2,1,30,3,19,27,7,3
Janae Lyles,Hampton,,0.335,0.371,0.535,0.906,52,155,19,52,11,1,6,27,1,9,12,1,0
Ashley Michelena,Colorado State,,0.335,0.374,0.391,0.765,46,161,25,54,5,2,0,4,0,10,17,8,1
Katelynn Carwile,Oklahoma State,,0.335,0.395,0.553,0.948,59,161,31,54,14,0,7,33,7,9,25,3,1
Jazmine Hill,Arizona State,,0.335,0.412,0.665,1.077,54,170,44,57,7,2,15,3,4,19,0,0,0
Melissa Mayeux,Louisiana,,0.333,0.393,0.605,0.998,56,147,39,49,13,3,7,30,1,14,13,0,1
Cori Henderson,Charlotte,,0.333,0.384,0.573,0.957,54,171,31,57,11,0,10,32,9,7,29,6,3
Raleigh Lewis,Charleston Southern,,0.333,0.409,0.568,0.977,46,132,16,44,10,0,7,31,4,13,22,0,0
Cheyenne Lindsey,Florida,,0.333,0.366,0.493,0.859,68,207,40,69,5,8,4,34,0,13,42,8,1
Anna Dixon,Toledo,,0.333,0.374,0.404,0.778,37,114,18,38,8,0,0,10,0,8,20,4,0
Neleigh Herring,Wichita State,,0.333,0.519,0.704,1.223,52,135,46,45,5,0,15,42,12,40,35,1,0
Lauren Sablone,Princeton,,0.333,0.383,0.542,0.925,46,120,29,40,5,1,6,2,0,11,0,0,0
Kate Polucha,DePaul,,0.333,0.399,0.589,0.988,43,129,28,43,7,1,8,2,4,10,0,0,0
Peyton Daugherty,South Dakota State,,0.333,0.367,0.39,0.757,51,141,29,47,2,3,0,5,1,7,14,4,2
Abbey Tolmie,Central Michigan,,0.333,0.39,0.41,0.8,53,183,39,61,10,2,0,15,4,13,23,4,3
Brooke Hill-Barrington,BYU,,0.333,0.452,0.431,0.883,39,72,16,24,2,1,1,0,0,18,0,0,0
Sierra Lange,George Washington,,0.333,0.431,0.512,0.943,53,168,49,56,12,3,4,23,6,25,5,19,3
Auburn Dupree,Georgia Tech,,0.333,0.387,0.343,0.73,49,102,26,34,1,0,0,10,0,9,14,18,3
Rebecca Murray,Elon,,0.333,0.397,0.525,0.922,52,162,30,54,13,3,4,24,1,16,10,26,2
Reese Guevarra,Connecticut,,0.333,0.44,0.447,0.887,53,159,35,53,7,1,3,34,7,24,15,32,3
Gabby Moser,South Dakota,,0.333,0.381,0.581,0.962,50,117,19,39,15,1,4,26,1,8,22,0,0
Tatum Villotta,South Dakota,,0.333,0.376,0.4,0.776,53,180,36,60,7,1,1,14,3,10,23,12,3
Jordyn Pender,South Dakota,,0.333,0.373,0.481,0.854,52,156,25,52,8,0,5,33,1,9,37,0,0
Sydney Kuma,Georgia,,0.333,0.443,0.661,1.104,60,168,55,56,11,1,14,42,9,25,43,10,3
Bailey Krolczyk,Southeastern Louisiana,,0.333,0.382,0.464,0.846,55,153,34,51,9,1,3,23,4,8,19,10,0
Molly Rainey,North Texas,,0.333,0.401,0.587,0.988,53,150,32,50,14,0,8,31,1,20,38,1,1
Ashley Prange,Alabama,,0.333,0.457,0.62,1.077,55,150,40,50,13,3,8,27,5,31,15,2,0
Chloe Malauulu,Mississippi State,,0.332,0.422,0.539,0.961,64,193,46,64,12,2,8,25,1,30,26,7,2
Lucy Mead,Bradley,,0.331,0.391,0.452,0.843,43,124,24,41,7,1,2,13,2,11,32,16,3
Sierra Pierce,UMBC,,0.331,0.353,0.474,0.827,43,133,16,44,10,0,3,20,1,4,6,12,1
Jordan Pietrzykoski,Saint Francis (PA),,0.331,0.389,0.41,0.799,52,166,35,55,7,3,0,21,2,15,8,13,2
Trenity Edwards,San Jose State,,0.331,0.41,0.415,0.825,41,118,14,39,7,0,1,17,2,14,10,3,1
Maya Nakamura,Hawaii,,0.331,0.453,0.537,0.99,42,121,22,40,7,0,6,25,5,22,15,1,0
Paige Clark,Tennessee-Martin,,0.331,0.414,0.461,0.875,53,178,44,59,8,3,3,24,10,15,8,27,1
Brittney Mendoza,Delaware,,0.331,0.405,0.54,0.945,45,139,29,46,12,1,5,33,2,18,14,8,0
Emily Hott,Baylor,,0.331,0.463,0.446,0.909,46,130,30,43,5,2,2,22,5,28,19,7,2
Jaiden Fields,Georgia,,0.331,0.418,0.583,1.001,55,151,41,50,4,2,10,37,4,20,42,3,1
Kiara Mills,Creighton,,0.331,0.427,0.554,0.981,42,121,21,40,3,3,6,27,6,15,21,3,0
Maddie Watson,Southeastern Louisiana,,0.331,0.371,0.558,0.929,56,163,29,54,10,3,7,52,1,10,16,4,2
Melina Wilkison,Ohio State,,0.331,0.383,0.49,0.873,49,151,33,50,10,1,4,0,1,13,0,0,0
Sydney Pennington,Oklahoma State,,0.331,0.402,0.548,0.95,62,166,33,55,4,1,10,44,1,20,29,3,1
Camryn Wincher,Michigan State,,0.331,0.393,0.396,0.789,51,154,20,51,7,0,1,20,1,16,28,2,1
Nikki Cuchran,Northwestern,,0.33,0.383,0.525,0.908,56,179,21,59,7,2,8,50,3,13,23,0,0
Brianna Clary,Stetson,,0.33,0.394,0.341,0.735,56,179,41,59,0,1,0,8,1,18,18,23,6
Kiki Escobar,Oregon State,,0.33,0.342,0.388,0.73,61,224,41,74,10,0,1,0,0,4,0,0,0
0 Keliinoi,Hawaii,,0.33,0.371,0.487,0.858,41,115,23,38,9,0,3,21,4,4,9,3,1
Billie Andrews,Nebraska,,0.33,0.443,0.715,1.158,57,179,54,59,7,1,20,51,1,37,34,18,2
Bella Fiorentino,Pennsylvania,,0.33,0.474,0.472,0.946,42,106,11,35,6,0,3,0,6,23,0,0,0
Nadia Witt,UC Riverside,,0.33,0.388,0.425,0.813,44,106,29,35,6,2,0,24,2,8,19,14,1
Casey Goguts,USC Upstate,,0.329,0.353,0.564,0.917,53,149,32,49,16,2,5,24,1,5,11,10,0
Brinaya Bailey,Kennesaw State,,0.329,0.409,0.434,0.843,51,143,9,47,3,0,4,29,6,14,29,0,0
Kallie Pickens,Tennessee-Martin,,0.329,0.36,0.539,0.899,53,167,33,55,16,2,5,39,0,9,19,1,0
Mercedes Eichelberger,Abilene Christian,,0.329,0.455,0.445,0.9,51,155,37,51,11,2,1,16,12,24,11,9,1
Bailey Huneycutt,Western Carolina,,0.329,0.434,0.671,1.105,53,152,31,50,7,0,15,50,3,26,23,9,2
Maycin Brown,UNC Greensboro,,0.329,0.462,0.581,1.043,57,167,39,55,13,1,9,27,10,32,33,3,0
Taylor Okada,Maryland,,0.329,0.39,0.36,0.75,52,161,20,53,3,1,0,22,3,13,9,8,0
Madisen Blackford,Southeastern Louisiana,,0.329,0.411,0.434,0.845,54,152,29,50,11,1,1,26,7,15,14,13,0
Hannah Carson,Michigan,,0.329,0.367,0.503,0.87,50,155,28,51,12,0,5,37,3,8,12,0,0
Jana Lee,Southern Miss,,0.329,0.422,0.529,0.951,51,155,20,51,12,2,5,27,1,24,21,0,0
Peyton Darnell,USC Upstate,,0.329,0.389,0.658,1.047,58,161,16,53,8,0,15,62,1,16,26,0,0
Courtney Coppersmith,UMBC,,0.328,0.374,0.5,0.874,42,122,20,40,9,0,4,18,1,8,25,0,1
McKenzie Clark,Clemson,,0.328,0.418,0.622,1.04,59,180,42,59,13,2,12,34,7,21,29,6,4
Daisy Munoz,Cal State Fullerton,,0.328,0.396,0.57,0.966,59,186,26,61,15,0,10,4,3,18,0,0,0
Ally Miklesh,Wisconsin,,0.328,0.427,0.41,0.837,51,122,26,40,4,0,2,20,1,20,26,11,2
Kenna Higa,Norfolk State,,0.328,0.441,0.619,1.06,56,134,37,44,12,0,9,44,12,19,20,4,0
Skyler Brooks,North Carolina,,0.328,0.366,0.35,0.716,51,137,25,45,1,1,0,5,1,7,19,16,7
Nawai Kaupe,Hawaii,,0.328,0.423,0.664,1.087,42,128,26,42,4,0,13,30,6,15,32,14,4
Anna Dethlefson,UC Davis,,0.328,0.37,0.494,0.864,52,174,42,57,9,1,6,20,7,7,11,19,4
Hallie Hall,James Madison,,0.328,0.389,0.649,1.038,42,134,27,44,14,1,9,27,3,11,18,3,0
Jenna Mowad,Sacred Heart,,0.328,0.413,0.44,0.853,53,116,15,38,7,0,2,1,3,16,0,0,0
Kayla Edwards,Army,,0.328,0.361,0.456,0.817,54,180,28,59,13,2,2,23,5,5,13,1,1
Kristi Stevenson,Saint Louis,,0.327,0.423,0.463,0.886,51,162,32,53,14,1,2,16,6,21,22,10,5
Tevanae Tate,Texas Southern,,0.327,0.459,0.701,1.16,44,107,28,35,5,1,11,32,3,23,29,1,1
Kat Ibarra,UTSA,,0.327,0.429,0.569,0.998,48,153,37,50,4,3,9,23,1,27,26,3,1
Paige Pfent,North Florida,,0.327,0.397,0.526,0.923,59,171,22,56,11,1,7,41,6,17,22,0,0
Madison Rayner,Southeastern Louisiana,,0.327,0.447,0.542,0.989,56,153,36,50,16,1,5,44,5,30,26,6,1
Kailey Gamble,North Texas,,0.327,0.409,0.693,1.102,53,153,30,50,8,0,16,52,0,24,38,2,0
Sierra Frazier,UAB,,0.326,0.415,0.587,1.002,49,138,22,45,9,3,7,48,9,14,10,0,0
Kayley DeVivi,Longwood,,0.326,0.399,0.488,0.887,52,129,25,42,7,1,4,22,4,13,27,5,1
Chloe Smith,Villanova,,0.326,0.396,0.494,0.89,56,178,29,58,13,1,5,31,6,16,20,2,1
Megan Kern,Villanova,,0.326,0.412,0.571,0.983,56,175,28,57,16,0,9,31,2,25,28,2,1
Renee Abernathy,Kentucky,,0.326,0.42,0.701,1.121,56,144,38,47,7,1,15,51,4,20,32,5,1
Makayla Donahoo,Weber State,,0.326,0.369,0.421,0.79,50,95,29,31,5,2,0,8,0,7,23,12,0
Jenna Deang,Cleveland State,,0.326,0.373,0.386,0.759,46,132,23,43,6,1,0,0,1,12,0,0,0
Allison Ha,Princeton,,0.326,0.358,0.471,0.829,46,138,19,45,14,0,2,0,2,7,0,0,0
Jessica Garcia,Wichita State,,0.326,0.473,0.547,1.02,40,86,21,28,4,0,5,16,6,18,12,0,0
Caitlin Coker,Boston University,,0.326,0.406,0.542,0.948,57,190,45,62,15,4,6,24,8,18,16,12,4
Tyesha Tcake Cole,Alcorn State,,0.326,0.389,0.556,0.945,47,135,38,44,4,6,5,21,3,11,18,17,2
Harley Stokes,North Alabama,,0.326,0.392,0.705,1.097,60,190,50,62,13,1,19,56,4,17,41,6,1
Kendyl McKeough,Northern Kentucky,,0.326,0.4,0.686,1.086,56,172,32,56,15,1,15,40,0,22,26,3,1
Ashley Archuleta,New Mexico,,0.326,0.403,0.424,0.827,53,172,29,56,9,1,2,0,3,20,0,0,0
Jillian Hewes,Presbyterian,,0.326,0.405,0.528,0.933,51,144,22,47,11,0,6,4,2,17,0,0,0
Haley Cassidy,Hartford,,0.326,0.417,0.553,0.97,46,141,20,46,13,2,5,20,8,14,29,6,2
Anyce Harvey,Middle Tennessee,,0.326,0.35,0.47,0.82,42,132,14,43,11,1,2,28,2,4,17,6,1
Sharlize Palacios,Arizona,,0.326,0.441,0.709,1.15,61,172,46,56,4,1,20,64,2,36,33,0,0
Abbott Badgley,Bradley,,0.325,0.411,0.553,0.964,49,123,20,40,8,1,6,25,8,12,37,1,0
Taylor Hogan,Northern Iowa,,0.325,0.398,0.553,0.951,42,114,26,37,10,2,4,23,0,14,16,7,3
Samantha Hare,Niagara,,0.325,0.398,0.47,0.868,40,117,21,38,5,0,4,0,3,12,0,0,0
Haven Kirby,North Alabama,,0.325,0.368,0.586,0.954,60,169,31,55,10,2,10,36,1,11,15,12,1
Lexie Harper,North Alabama,,0.325,0.411,0.345,0.756,59,194,44,63,2,1,0,11,3,26,19,18,3
Cat Crenek,Texas State,,0.325,0.403,0.392,0.795,49,120,22,39,3,1,1,18,0,17,28,14,0
Madison Petrella,Albany,,0.325,0.374,0.517,0.891,41,120,14,39,5,0,6,28,3,7,26,0,0
Alex Boze,Missouri State,,0.325,0.448,0.684,1.132,45,117,18,38,9,0,11,31,5,21,27,0,0
Sam Mallinder,Northern Illinois,,0.325,0.368,0.533,0.901,41,120,22,39,7,0,6,28,0,10,14,3,1
Julia Jimenez,Utah,,0.325,0.397,0.578,0.975,54,166,27,54,10,1,10,52,2,19,10,4,1
Angelina Allen,Iowa State,,0.325,0.382,0.473,0.855,55,169,33,55,9,2,4,31,0,16,29,0,0
Kaitlyn Raymond,St. Thomas,,0.324,0.406,0.352,0.758,48,145,22,47,4,0,0,10,0,20,44,9,1
Delainey Bryant,Illinois State,,0.324,0.393,0.607,1,51,145,37,47,10,5,7,2,2,15,0,0,0
Bianca Worthy,Wagner,,0.324,0.321,0.387,0.708,44,111,15,36,2,1,1,13,0,0,12,1,0
Grace Nieto,Northwestern,,0.324,0.4,0.43,0.83,58,142,33,46,9,0,2,18,2,16,21,6,1
Zoe Jones,Wichita State,,0.324,0.404,0.659,1.063,52,170,52,55,12,0,15,51,6,17,30,2,0
Fiona Girardot,Wisconsin,,0.324,0.434,0.493,0.927,51,142,34,46,8,2,4,24,12,18,27,3,1
Jana Johns,Oklahoma,,0.324,0.471,0.662,1.133,61,142,47,46,9,0,13,1,18,24,0,0,0
Alyssa Podhurcak,BYU,,0.324,0.451,0.546,0.997,45,108,26,35,11,2,3,5,2,23,0,0,0
Makayla Packer,Auburn,,0.324,0.442,0.61,1.052,50,136,43,44,6,3,9,20,13,16,32,21,4
Kalena Shepherd,Utah Valley,,0.324,0.434,0.549,0.983,48,142,21,46,11,0,7,45,1,28,21,1,0
Haley Morgan,Tulsa,,0.324,0.429,0.486,0.915,48,142,32,46,6,1,5,1,11,18,0,0,0
Kelby Drews,Maine,,0.323,0.396,0.484,0.88,43,124,22,40,6,1,4,26,1,16,19,2,1
Icess Tresvik,North Carolina A&T,,0.323,0.359,0.589,0.948,44,124,22,40,3,0,10,3,0,7,0,0,0
Jillian Celis,San Diego State,,0.323,0.383,0.435,0.818,55,186,37,60,10,4,1,28,7,12,24,8,2
Kynzie Wrigley,Southeast Missouri State,,0.323,0.37,0.541,0.911,52,133,33,43,12,1,5,1,2,9,0,0,0
Kristen Blanchard,Long Island,,0.323,0.392,0.331,0.723,54,127,28,41,1,0,0,11,2,13,15,10,3
Morgan Medford,Tarleton,,0.323,0.393,0.385,0.778,55,192,48,62,6,3,0,7,1,21,20,2,0
Eliyah Flores,Boise State,,0.323,0.444,0.515,0.959,48,130,34,42,9,2,4,25,13,16,17,3,1
Riley White,Abilene Christian,,0.323,0.375,0.49,0.865,45,96,9,31,5,1,3,20,1,7,23,0,0
Sami Barnett,Connecticut,,0.323,0.399,0.477,0.876,56,155,34,50,6,0,6,23,4,17,34,8,3
Megan Mikami,Maryland,,0.323,0.378,0.385,0.763,50,161,37,52,5,1,1,18,9,7,15,30,0
Audrey LeClair,Michigan,,0.323,0.359,0.419,0.778,50,124,28,40,5,2,1,14,0,7,14,10,2
Dezianna Patmon,North Carolina A&T,,0.322,0.432,0.539,0.971,47,115,24,37,4,0,7,1,2,21,0,0,0
Ella Chancey,Charlotte,,0.322,0.4,0.572,0.972,58,180,36,58,6,3,11,38,3,21,36,4,1
Kristen Green,Belmont,,0.322,0.364,0.553,0.917,47,152,29,49,7,2,8,2,5,5,0,0,0
Cara McNulty,Saint Peter's,,0.322,0.346,0.45,0.796,55,171,18,55,8,1,4,32,5,3,16,7,0
